Breed,Country of Origin,Fur Color,Height,Color of Eyes,Longevity,Character Traits,Common Health Problems
Cairn Terrier,Scotland,Black,10-12,Brown,12-15,playful,Dental problems
Cairn Terrier,Scotland,Black,10-12,Brown,12-15,playful,eye problems
Cairn Terrier,Scotland,Black,10-12,Brown,12-15,playful,skin allergies
Cairn Terrier,Scotland,Black,10-12,Brown,12-15,good-natured,Dental problems
Cairn Terrier,Scotland,Black,10-12,Brown,12-15,good-natured,eye problems
Cairn Terrier,Scotland,Black,10-12,Brown,12-15,good-natured,skin allergies
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,Intelligent,Dental problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,Intelligent,eye problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,Intelligent,skin allergies
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,energetic,Dental problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,energetic,eye problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,energetic,skin allergies
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,playful,Dental problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,playful,eye problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,playful,skin allergies
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,good-natured,Dental problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,good-natured,eye problems
Cairn Terrier,Scotland,Wheaten,10-12,Brown,12-15,good-natured,skin allergies
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,Intelligent,Dental problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,Intelligent,eye problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,Intelligent,skin allergies
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,energetic,Dental problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,energetic,eye problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,energetic,skin allergies
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,playful,Dental problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,playful,eye problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,playful,skin allergies
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,good-natured,Dental problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,good-natured,eye problems
Cairn Terrier,Scotland,Red,10-12,Brown,12-15,good-natured,skin allergies
Chinese Crested,China,Pink,11-13,Brown,13-18,Intelligent,Dental problems
Chinese Crested,China,Pink,11-13,Brown,13-18,Intelligent,eye problems
Chinese Crested,China,Pink,11-13,Brown,13-18,Intelligent,skin allergies
Chinese Crested,China,Pink,11-13,Brown,13-18,energetic,Dental problems
Chinese Crested,China,Pink,11-13,Brown,13-18,energetic,eye problems
Chinese Crested,China,Pink,11-13,Brown,13-18,energetic,skin allergies
Chinese Crested,China,Pink,11-13,Brown,13-18,affectionate,Dental problems
Chinese Crested,China,Pink,11-13,Brown,13-18,affectionate,eye problems
Chinese Crested,China,Pink,11-13,Brown,13-18,affectionate,skin allergies
Chinese Crested,China,Pink,11-13,Brown,13-18,good-natured,Dental problems
Chinese Crested,China,Pink,11-13,Brown,13-18,good-natured,eye problems
Chinese Crested,China,Pink,11-13,Brown,13-18,good-natured,skin allergies
Chinese Crested,China,White,11-13,Brown,13-18,Intelligent,Dental problems
Chinese Crested,China,White,11-13,Brown,13-18,Intelligent,eye problems
Chinese Crested,China,White,11-13,Brown,13-18,Intelligent,skin allergies
Chinese Crested,China,White,11-13,Brown,13-18,energetic,Dental problems
Chinese Crested,China,White,11-13,Brown,13-18,energetic,eye problems
Chinese Crested,China,White,11-13,Brown,13-18,energetic,skin allergies
Chinese Crested,China,White,11-13,Brown,13-18,affectionate,Dental problems
Chinese Crested,China,White,11-13,Brown,13-18,affectionate,eye problems
Chinese Crested,China,White,11-13,Brown,13-18,affectionate,skin allergies
Chinese Crested,China,White,11-13,Brown,13-18,good-natured,Dental problems
Chinese Crested,China,White,11-13,Brown,13-18,good-natured,eye problems
Chinese Crested,China,White,11-13,Brown,13-18,good-natured,skin allergies
Chinese Crested,China,Black,11-13,Brown,13-18,Intelligent,Dental problems
Chinese Crested,China,Black,11-13,Brown,13-18,Intelligent,eye problems
Chinese Crested,China,Black,11-13,Brown,13-18,Intelligent,skin allergies
Chinese Crested,China,Black,11-13,Brown,13-18,energetic,Dental problems
Chinese Crested,China,Black,11-13,Brown,13-18,energetic,eye problems
Chinese Crested,China,Black,11-13,Brown,13-18,energetic,skin allergies
Chinese Crested,China,Black,11-13,Brown,13-18,affectionate,Dental problems
Chinese Crested,China,Black,11-13,Brown,13-18,affectionate,eye problems
Chinese Crested,China,Black,11-13,Brown,13-18,affectionate,skin allergies
Chinese Crested,China,Black,11-13,Brown,13-18,good-natured,Dental problems
Chinese Crested,China,Black,11-13,Brown,13-18,good-natured,eye problems
Chinese Crested,China,Black,11-13,Brown,13-18,good-natured,skin allergies
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,Intelligent,Dental problems
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,Intelligent,pancreatitis
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,Intelligent,diabetes
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,energetic,Dental problems
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,energetic,pancreatitis
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,energetic,diabetes
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,playful,Dental problems
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,playful,pancreatitis
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,playful,diabetes
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,good-natured,Dental problems
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,good-natured,pancreatitis
Miniature Schnauzer,Germany,Black,12-14,Brown,12-15,good-natured,diabetes
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,Intelligent,Dental problems
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,Intelligent,pancreatitis
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,Intelligent,diabetes
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,energetic,Dental problems
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,energetic,pancreatitis
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,energetic,diabetes
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,playful,Dental problems
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,playful,pancreatitis
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,playful,diabetes
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,good-natured,Dental problems
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,good-natured,pancreatitis
Miniature Schnauzer,Germany,Salt & Pepper,12-14,Brown,12-15,good-natured,diabetes
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,Intelligent,Dental problems
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,Intelligent,pancreatitis
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,Intelligent,diabetes
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,energetic,Dental problems
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,energetic,pancreatitis
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,energetic,diabetes
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,playful,Dental problems
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,playful,pancreatitis
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,playful,diabetes
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,good-natured,Dental problems
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,good-natured,pancreatitis
Miniature Schnauzer,Germany,White,12-14,Brown,12-15,good-natured,diabetes
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,Intelligent,Dental problems
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,Intelligent,pancreatitis
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,Intelligent,diabetes
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,energetic,Dental problems
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,energetic,pancreatitis
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,energetic,diabetes
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,playful,Dental problems
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,playful,pancreatitis
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,playful,diabetes
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,good-natured,Dental problems
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,good-natured,pancreatitis
Standard Schnauzer,Germany,Black,18-20,Brown,12-15,good-natured,diabetes
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,Intelligent,Dental problems
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,Intelligent,pancreatitis
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,Intelligent,diabetes
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,energetic,Dental problems
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,energetic,pancreatitis
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,energetic,diabetes
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,playful,Dental problems
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,playful,pancreatitis
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,playful,diabetes
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,good-natured,Dental problems
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,good-natured,pancreatitis
Standard Schnauzer,Germany,Salt & Pepper,18-20,Brown,12-15,good-natured,diabetes
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,Intelligent,Dental problems
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,Intelligent,skin allergies
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,Intelligent,hip dysplasia
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,energetic,Dental problems
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,energetic,skin allergies
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,energetic,hip dysplasia
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,playful,Dental problems
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,playful,skin allergies
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,playful,hip dysplasia
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,good-natured,Dental problems
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,good-natured,skin allergies
West Highland White Terrier,Scotland,White,11-12,Brown,12-16,good-natured,hip dysplasia
Australian Terrier,Australia,Red,10-11,Brown,12-15,Intelligent,Dental problems
Australian Terrier,Australia,Red,10-11,Brown,12-15,Intelligent,skin allergies
Australian Terrier,Australia,Red,10-11,Brown,12-15,Intelligent,hip dysplasia
Australian Terrier,Australia,Red,10-11,Brown,12-15,energetic,Dental problems
Australian Terrier,Australia,Red,10-11,Brown,12-15,energetic,skin allergies
Australian Terrier,Australia,Red,10-11,Brown,12-15,energetic,hip dysplasia
Australian Terrier,Australia,Red,10-11,Brown,12-15,playful,Dental problems
Australian Terrier,Australia,Red,10-11,Brown,12-15,playful,skin allergies
Australian Terrier,Australia,Red,10-11,Brown,12-15,playful,hip dysplasia
Australian Terrier,Australia,Red,10-11,Brown,12-15,good-natured,Dental problems
Australian Terrier,Australia,Red,10-11,Brown,12-15,good-natured,skin allergies
Australian Terrier,Australia,Red,10-11,Brown,12-15,good-natured,hip dysplasia
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,Intelligent,Dental problems
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,Intelligent,skin allergies
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,Intelligent,hip dysplasia
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,energetic,Dental problems
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,energetic,skin allergies
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,energetic,hip dysplasia
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,playful,Dental problems
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,playful,skin allergies
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,playful,hip dysplasia
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,good-natured,Dental problems
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,good-natured,skin allergies
Australian Terrier,Australia,Black & Tan,10-11,Brown,12-15,good-natured,hip dysplasia
Border Terrier,England,Red,10-16,Brown,12-16,Intelligent,Dental problems
Border Terrier,England,Red,10-16,Brown,12-16,Intelligent,skin allergies
Border Terrier,England,Red,10-16,Brown,12-16,Intelligent,hip dysplasia
Border Terrier,England,Red,10-16,Brown,12-16,energetic,Dental problems
Border Terrier,England,Red,10-16,Brown,12-16,energetic,skin allergies
Border Terrier,England,Red,10-16,Brown,12-16,energetic,hip dysplasia
Border Terrier,England,Red,10-16,Brown,12-16,playful,Dental problems
Border Terrier,England,Red,10-16,Brown,12-16,playful,skin allergies
Border Terrier,England,Red,10-16,Brown,12-16,playful,hip dysplasia
Border Terrier,England,Red,10-16,Brown,12-16,good-natured,Dental problems
Border Terrier,England,Red,10-16,Brown,12-16,good-natured,skin allergies
Border Terrier,England,Red,10-16,Brown,12-16,good-natured,hip dysplasia
Border Terrier,England,Wheaten,10-16,Brown,12-16,Intelligent,Dental problems
Border Terrier,England,Wheaten,10-16,Brown,12-16,Intelligent,skin allergies
Border Terrier,England,Wheaten,10-16,Brown,12-16,Intelligent,hip dysplasia
Border Terrier,England,Wheaten,10-16,Brown,12-16,energetic,Dental problems
Border Terrier,England,Wheaten,10-16,Brown,12-16,energetic,skin allergies
Border Terrier,England,Wheaten,10-16,Brown,12-16,energetic,hip dysplasia
Border Terrier,England,Wheaten,10-16,Brown,12-16,playful,Dental problems
Border Terrier,England,Wheaten,10-16,Brown,12-16,playful,skin allergies
Border Terrier,England,Wheaten,10-16,Brown,12-16,playful,hip dysplasia
Border Terrier,England,Wheaten,10-16,Brown,12-16,good-natured,Dental problems
Border Terrier,England,Wheaten,10-16,Brown,12-16,good-natured,skin allergies
Border Terrier,England,Wheaten,10-16,Brown,12-16,good-natured,hip dysplasia
Border Terrier,England,Black,10-16,Brown,12-16,Intelligent,Dental problems
Border Terrier,England,Black,10-16,Brown,12-16,Intelligent,skin allergies
Border Terrier,England,Black,10-16,Brown,12-16,Intelligent,hip dysplasia
Border Terrier,England,Black,10-16,Brown,12-16,energetic,Dental problems
Border Terrier,England,Black,10-16,Brown,12-16,energetic,skin allergies
Border Terrier,England,Black,10-16,Brown,12-16,energetic,hip dysplasia
Border Terrier,England,Black,10-16,Brown,12-16,playful,Dental problems
Border Terrier,England,Black,10-16,Brown,12-16,playful,skin allergies
Border Terrier,England,Black,10-16,Brown,12-16,playful,hip dysplasia
Border Terrier,England,Black,10-16,Brown,12-16,good-natured,Dental problems
Border Terrier,England,Black,10-16,Brown,12-16,good-natured,skin allergies
Border Terrier,England,Black,10-16,Brown,12-16,good-natured,hip dysplasia
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,Intelligent,Dental problems
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,Intelligent,skin allergies
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,Intelligent,hip dysplasia
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,energetic,Dental problems
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,energetic,skin allergies
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,energetic,hip dysplasia
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,playful,Dental problems
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,playful,skin allergies
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,playful,hip dysplasia
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,good-natured,Dental problems
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,good-natured,skin allergies
Coton de Tulear,Madagascar,White,9-11,Brown,12-14,good-natured,hip dysplasia
English Toy Spaniel,England,White,10-12,Brown,12-14,Intelligent,Dental problems
English Toy Spaniel,England,White,10-12,Brown,12-14,Intelligent,skin allergies
English Toy Spaniel,England,White,10-12,Brown,12-14,Intelligent,hip dysplasia
English Toy Spaniel,England,White,10-12,Brown,12-14,energetic,Dental problems
English Toy Spaniel,England,White,10-12,Brown,12-14,energetic,skin allergies
English Toy Spaniel,England,White,10-12,Brown,12-14,energetic,hip dysplasia
English Toy Spaniel,England,White,10-12,Brown,12-14,playful,Dental problems
English Toy Spaniel,England,White,10-12,Brown,12-14,playful,skin allergies
English Toy Spaniel,England,White,10-12,Brown,12-14,playful,hip dysplasia
English Toy Spaniel,England,White,10-12,Brown,12-14,good-natured,Dental problems
English Toy Spaniel,England,White,10-12,Brown,12-14,good-natured,skin allergies
English Toy Spaniel,England,White,10-12,Brown,12-14,good-natured,hip dysplasia
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,Intelligent,Dental problems
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,Intelligent,skin allergies
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,Intelligent,hip dysplasia
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,energetic,Dental problems
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,energetic,skin allergies
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,energetic,hip dysplasia
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,playful,Dental problems
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,playful,skin allergies
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,playful,hip dysplasia
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,good-natured,Dental problems
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,good-natured,skin allergies
English Toy Spaniel,England,Blenheim,10-12,Brown,12-14,good-natured,hip dysplasia
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,Intelligent,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,Intelligent,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,Intelligent,skin allergies
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,energetic,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,energetic,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,energetic,skin allergies
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,good-natured,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,good-natured,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,good-natured,skin allergies
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,loyal,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,loyal,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Red,17-20,Brown,12-14,loyal,skin allergies
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,Intelligent,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,Intelligent,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,Intelligent,skin allergies
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,energetic,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,energetic,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,energetic,skin allergies
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,good-natured,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,good-natured,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,good-natured,skin allergies
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,loyal,Dental problems
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,loyal,eye issues
Australian Stumpy Tail Cattle Dog,Australia,Black,17-20,Brown,12-14,loyal,skin allergies
Pug,China,Black,10-14,Brown,12-15,Intelligent,Dental problems
Pug,China,Black,10-14,Brown,12-15,Intelligent,respiratory issues
Pug,China,Black,10-14,Brown,12-15,Intelligent,eye problems
Pug,China,Black,10-14,Brown,12-15,energetic,Dental problems
Pug,China,Black,10-14,Brown,12-15,energetic,respiratory issues
Pug,China,Black,10-14,Brown,12-15,energetic,eye problems
Pug,China,Black,10-14,Brown,12-15,playful,Dental problems
Pug,China,Black,10-14,Brown,12-15,playful,respiratory issues
Pug,China,Black,10-14,Brown,12-15,playful,eye problems
Pug,China,Black,10-14,Brown,12-15,good-natured,Dental problems
Pug,China,Black,10-14,Brown,12-15,good-natured,respiratory issues
Pug,China,Black,10-14,Brown,12-15,good-natured,eye problems
Pug,China,Fawn,10-14,Brown,12-15,Intelligent,Dental problems
Pug,China,Fawn,10-14,Brown,12-15,Intelligent,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,Intelligent,eye problems
Pug,China,Fawn,10-14,Brown,12-15,energetic,Dental problems
Pug,China,Fawn,10-14,Brown,12-15,energetic,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,energetic,eye problems
Pug,China,Fawn,10-14,Brown,12-15,playful,Dental problems
Pug,China,Fawn,10-14,Brown,12-15,playful,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,playful,eye problems
Pug,China,Fawn,10-14,Brown,12-15,good-natured,Dental problems
Pug,China,Fawn,10-14,Brown,12-15,good-natured,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,good-natured,eye problems
American Eskimo Dog,United States,White,15-19,Brown,12-15,Intelligent,Dental problems
American Eskimo Dog,United States,White,15-19,Brown,12-15,Intelligent,skin allergies
American Eskimo Dog,United States,White,15-19,Brown,12-15,Intelligent,hip dysplasia
American Eskimo Dog,United States,White,15-19,Brown,12-15,energetic,Dental problems
American Eskimo Dog,United States,White,15-19,Brown,12-15,energetic,skin allergies
American Eskimo Dog,United States,White,15-19,Brown,12-15,energetic,hip dysplasia
American Eskimo Dog,United States,White,15-19,Brown,12-15,playful,Dental problems
American Eskimo Dog,United States,White,15-19,Brown,12-15,playful,skin allergies
American Eskimo Dog,United States,White,15-19,Brown,12-15,playful,hip dysplasia
American Eskimo Dog,United States,White,15-19,Brown,12-15,good-natured,Dental problems
American Eskimo Dog,United States,White,15-19,Brown,12-15,good-natured,skin allergies
American Eskimo Dog,United States,White,15-19,Brown,12-15,good-natured,hip dysplasia
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,Intelligent,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,Intelligent,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,Intelligent,hip dysplasia
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,energetic,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,energetic,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,energetic,hip dysplasia
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,playful,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,playful,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,playful,hip dysplasia
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,good-natured,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,good-natured,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-16,good-natured,hip dysplasia
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,Intelligent,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,Intelligent,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,Intelligent,hip dysplasia
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,energetic,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,energetic,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,energetic,hip dysplasia
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,playful,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,playful,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,playful,hip dysplasia
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,good-natured,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,good-natured,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-16,good-natured,hip dysplasia
Basset Hound,France,Black,11-15,Brown,10-12,Gentle,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,Gentle,eye issues
Basset Hound,France,Black,11-15,Brown,10-12,Gentle,skin allergies
Basset Hound,France,Black,11-15,Brown,10-12,good-natured,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,good-natured,eye issues
Basset Hound,France,Black,11-15,Brown,10-12,good-natured,skin allergies
Basset Hound,France,Black,11-15,Brown,10-12,loyal,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,loyal,eye issues
Basset Hound,France,Black,11-15,Brown,10-12,loyal,skin allergies
Basset Hound,France,Black,11-15,Brown,10-12,intelligent,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,intelligent,eye issues
Basset Hound,France,Black,11-15,Brown,10-12,intelligent,skin allergies
Basset Hound,France,White,11-15,Brown,10-12,Gentle,Dental problems
Basset Hound,France,White,11-15,Brown,10-12,Gentle,eye issues
Basset Hound,France,White,11-15,Brown,10-12,Gentle,skin allergies
Basset Hound,France,White,11-15,Brown,10-12,good-natured,Dental problems
Basset Hound,France,White,11-15,Brown,10-12,good-natured,eye issues
Basset Hound,France,White,11-15,Brown,10-12,good-natured,skin allergies
Basset Hound,France,White,11-15,Brown,10-12,loyal,Dental problems
Basset Hound,France,White,11-15,Brown,10-12,loyal,eye issues
Basset Hound,France,White,11-15,Brown,10-12,loyal,skin allergies
Basset Hound,France,White,11-15,Brown,10-12,intelligent,Dental problems
Basset Hound,France,White,11-15,Brown,10-12,intelligent,eye issues
Basset Hound,France,White,11-15,Brown,10-12,intelligent,skin allergies
Basset Hound,France,Red,11-15,Brown,10-12,Gentle,Dental problems
Basset Hound,France,Red,11-15,Brown,10-12,Gentle,eye issues
Basset Hound,France,Red,11-15,Brown,10-12,Gentle,skin allergies
Basset Hound,France,Red,11-15,Brown,10-12,good-natured,Dental problems
Basset Hound,France,Red,11-15,Brown,10-12,good-natured,eye issues
Basset Hound,France,Red,11-15,Brown,10-12,good-natured,skin allergies
Basset Hound,France,Red,11-15,Brown,10-12,loyal,Dental problems
Basset Hound,France,Red,11-15,Brown,10-12,loyal,eye issues
Basset Hound,France,Red,11-15,Brown,10-12,loyal,skin allergies
Basset Hound,France,Red,11-15,Brown,10-12,intelligent,Dental problems
Basset Hound,France,Red,11-15,Brown,10-12,intelligent,eye issues
Basset Hound,France,Red,11-15,Brown,10-12,intelligent,skin allergies
Australian Kelpie,Australia,Red,17-20,Brown,12-14,Intelligent,Dental problems
Australian Kelpie,Australia,Red,17-20,Brown,12-14,Intelligent,eye issues
Australian Kelpie,Australia,Red,17-20,Brown,12-14,Intelligent,skin allergies
